book_id,book_name,author,genre,price,quantity,publisher,published_year
2363,Book Title 2363,Author 202,Romance,322.31,108,Publisher 146,1985
2364,Book Title 2364,Author 274,Romance,1390.04,96,Publisher 167,2012
2365,Book Title 2365,Author 496,Romance,1134.17,165,Publisher 55,1998
2366,Book Title 2366,Author 175,Fantasy,987.82,184,Publisher 100,1982
2367,Book Title 2367,Author 19,Fantasy,1074.01,124,Publisher 165,2018
2368,Book Title 2368,Author 220,History,589.74,21,Publisher 196,1983
2369,Book Title 2369,Author 169,Mystery,1300.55,185,Publisher 107,1989
2370,Book Title 2370,Author 14,Fiction,574.67,189,Publisher 85,1997
2371,Book Title 2371,Author 330,Business,574.11,67,Publisher 10,1982
2372,Book Title 2372,Author 48,Business,396.92,168,Publisher 47,1985
2373,Book Title 2373,Author 310,Mystery,411.94,84,Publisher 168,2020
2374,Book Title 2374,Author 143,Mystery,1303.75,69,Publisher 27,2023
2375,Book Title 2375,Author 376,History,1265.67,9,Publisher 154,2017
2376,Book Title 2376,Author 386,Mystery,1488.44,141,Publisher 30,1982
2377,Book Title 2377,Author 313,Fantasy,113.96,68,Publisher 108,1988
2378,Book Title 2378,Author 255,Sci-Fi,884.3,77,Publisher 119,1983
2379,Book Title 2379,Author 169,History,1114.88,176,Publisher 46,1999
2380,Book Title 2380,Author 5,Fiction,368.6,74,Publisher 113,1994
2381,Book Title 2381,Author 92,Business,1174.15,185,Publisher 160,1990
2382,Book Title 2382,Author 463,Business,914.18,151,Publisher 126,2004
2383,Book Title 2383,Author 264,Business,912.11,1,Publisher 45,2005
2384,Book Title 2384,Author 384,Fantasy,298.81,139,Publisher 57,2005
2385,Book Title 2385,Author 462,Mystery,479.09,49,Publisher 26,1999
2386,Book Title 2386,Author 414,Business,1202.64,103,Publisher 166,2007
2387,Book Title 2387,Author 214,Business,1167.37,5,Publisher 126,1991
2388,Book Title 2388,Author 333,Sci-Fi,844.5,7,Publisher 183,1992
2389,Book Title 2389,Author 318,Mystery,509.56,29,Publisher 138,1997
2390,Book Title 2390,Author 195,Fiction,393.57,185,Publisher 69,2000
2391,Book Title 2391,Author 212,Romance,1030.31,33,Publisher 57,2021
2392,Book Title 2392,Author 481,Business,1220.52,30,Publisher 194,2019
2393,Book Title 2393,Author 75,Fantasy,334.77,73,Publisher 149,1988
2394,Book Title 2394,Author 353,Romance,926.2,74,Publisher 19,1999
2395,Book Title 2395,Author 286,Mystery,1107.6,190,Publisher 24,1986
2396,Book Title 2396,Author 410,Sci-Fi,1148.12,57,Publisher 124,2005
2397,Book Title 2397,Author 389,Sci-Fi,1197.45,153,Publisher 37,2006
2398,Book Title 2398,Author 350,Business,1494.39,103,Publisher 90,1980
2399,Book Title 2399,Author 227,Fantasy,668.02,49,Publisher 166,1998
2400,Book Title 2400,Author 149,Romance,106.38,69,Publisher 75,1987
2401,Book Title 2401,Author 38,Sci-Fi,1281.8,91,Publisher 23,2005
2402,Book Title 2402,Author 294,Fantasy,919.67,109,Publisher 114,2016
2403,Book Title 2403,Author 13,Business,941.49,65,Publisher 34,2014
2404,Book Title 2404,Author 201,Business,1123.34,8,Publisher 81,1992
2405,Book Title 2405,Author 149,Mystery,875.43,171,Publisher 24,2019
2406,Book Title 2406,Author 225,Romance,313.12,188,Publisher 42,2014
2407,Book Title 2407,Author 377,Business,616.01,75,Publisher 156,1996
2408,Book Title 2408,Author 259,Fantasy,1004.36,162,Publisher 36,2020
2409,Book Title 2409,Author 298,Business,288.35,22,Publisher 111,2005
2410,Book Title 2410,Author 335,Sci-Fi,1403.42,149,Publisher 195,1984
2411,Book Title 2411,Author 397,Mystery,880.43,13,Publisher 180,2014
2412,Book Title 2412,Author 319,Fiction,131.71,159,Publisher 2,2007
2413,Book Title 2413,Author 318,Business,749.95,193,Publisher 46,2020
2414,Book Title 2414,Author 190,Business,763.24,53,Publisher 40,1992
2415,Book Title 2415,Author 378,Mystery,242.15,46,Publisher 144,1996
2416,Book Title 2416,Author 6,Fantasy,1299.01,199,Publisher 34,2024
2417,Book Title 2417,Author 351,Fiction,895.22,91,Publisher 31,1989
2418,Book Title 2418,Author 38,Fantasy,156.82,8,Publisher 123,2008
2419,Book Title 2419,Author 163,History,141.46,45,Publisher 102,2009
2420,Book Title 2420,Author 8,Fiction,1177.4,54,Publisher 127,1983
2421,Book Title 2421,Author 119,Sci-Fi,1117.04,18,Publisher 57,1996
2422,Book Title 2422,Author 141,Mystery,552.76,119,Publisher 19,1991
2423,Book Title 2423,Author 427,Romance,1254.51,112,Publisher 73,2002
2424,Book Title 2424,Author 163,Business,542.86,46,Publisher 53,2005
2425,Book Title 2425,Author 179,Business,648.64,38,Publisher 97,1997
2426,Book Title 2426,Author 114,Fantasy,128.52,83,Publisher 16,1988
2427,Book Title 2427,Author 100,History,1008.64,164,Publisher 170,1997
2428,Book Title 2428,Author 28,Sci-Fi,209.05,24,Publisher 153,2022
2429,Book Title 2429,Author 51,Fiction,1019.09,76,Publisher 191,2015
2430,Book Title 2430,Author 351,Sci-Fi,1337.88,53,Publisher 85,1983
2431,Book Title 2431,Author 59,Romance,262.02,5,Publisher 107,2013
2432,Book Title 2432,Author 38,History,906.79,196,Publisher 180,2002
2433,Book Title 2433,Author 4,Sci-Fi,446.12,177,Publisher 3,2018
2434,Book Title 2434,Author 218,History,1449.92,44,Publisher 119,2001
2435,Book Title 2435,Author 181,Business,739.5,95,Publisher 97,1999
2436,Book Title 2436,Author 376,Fantasy,1049.79,18,Publisher 190,1990
2437,Book Title 2437,Author 122,Fiction,1163.21,79,Publisher 4,1993
2438,Book Title 2438,Author 352,Fiction,860.25,17,Publisher 50,1991
2439,Book Title 2439,Author 267,Business,940.87,143,Publisher 17,1999
2440,Book Title 2440,Author 426,Business,268.18,192,Publisher 143,2008
2441,Book Title 2441,Author 366,Business,507.06,31,Publisher 9,2014
2442,Book Title 2442,Author 327,Fiction,1103.96,3,Publisher 68,1980
2443,Book Title 2443,Author 216,Mystery,1251.19,96,Publisher 39,2010
2444,Book Title 2444,Author 483,Fiction,1399.1,47,Publisher 39,2012
2445,Book Title 2445,Author 11,Fiction,456.65,66,Publisher 156,2024
2446,Book Title 2446,Author 489,Fiction,1367.88,191,Publisher 79,2001
2447,Book Title 2447,Author 40,Business,316.47,78,Publisher 14,1993
2448,Book Title 2448,Author 17,Sci-Fi,1089.35,113,Publisher 134,2024
2449,Book Title 2449,Author 205,Business,1320.57,170,Publisher 9,2020
2450,Book Title 2450,Author 393,Fiction,1267.81,95,Publisher 44,2004
2451,Book Title 2451,Author 399,Business,140.06,127,Publisher 144,2018
2452,Book Title 2452,Author 264,History,1108.7,170,Publisher 33,1998
2453,Book Title 2453,Author 442,Fiction,322.36,102,Publisher 45,2021
2454,Book Title 2454,Author 265,Business,227.17,139,Publisher 166,2008
2455,Book Title 2455,Author 445,Romance,858.63,140,Publisher 131,2015
2456,Book Title 2456,Author 17,Business,1164.58,192,Publisher 70,2020
2457,Book Title 2457,Author 239,Business,651.24,52,Publisher 32,1986
2458,Book Title 2458,Author 51,Sci-Fi,1130.03,130,Publisher 119,2016
2459,Book Title 2459,Author 70,Fantasy,1377.39,119,Publisher 153,2018
2460,Book Title 2460,Author 165,Fiction,413.16,70,Publisher 89,2008
2461,Book Title 2461,Author 226,Business,760.59,68,Publisher 142,1988
2462,Book Title 2462,Author 479,Business,1468.36,14,Publisher 32,2011
2463,Book Title 2463,Author 35,History,1048.6,118,Publisher 8,2017
2464,Book Title 2464,Author 324,Romance,911.07,15,Publisher 117,1984
2465,Book Title 2465,Author 35,History,131.64,40,Publisher 2,1981
2466,Book Title 2466,Author 55,History,1113.82,86,Publisher 81,1981
2467,Book Title 2467,Author 175,Fantasy,926.98,127,Publisher 23,1980
2468,Book Title 2468,Author 218,Business,1115.31,6,Publisher 128,2019
2469,Book Title 2469,Author 27,Romance,1288.67,68,Publisher 139,1987
2470,Book Title 2470,Author 361,Fantasy,1430.16,136,Publisher 189,2006
2471,Book Title 2471,Author 160,Sci-Fi,1270.16,4,Publisher 90,2011
2472,Book Title 2472,Author 120,Sci-Fi,592.07,181,Publisher 90,1992
2473,Book Title 2473,Author 105,Fantasy,988.18,16,Publisher 6,2020
2474,Book Title 2474,Author 303,Sci-Fi,1346.68,5,Publisher 22,2007
2475,Book Title 2475,Author 283,Mystery,191.97,50,Publisher 35,1980
2476,Book Title 2476,Author 392,Fantasy,609.8,49,Publisher 142,1983
2477,Book Title 2477,Author 429,History,771.4,40,Publisher 61,1985
2478,Book Title 2478,Author 331,Romance,1264.34,136,Publisher 97,2016
2479,Book Title 2479,Author 363,Fiction,1199.37,65,Publisher 18,1990
2480,Book Title 2480,Author 415,Mystery,500.38,167,Publisher 180,2014
2481,Book Title 2481,Author 369,Fantasy,1069.45,47,Publisher 151,2009
2482,Book Title 2482,Author 94,Sci-Fi,305.86,62,Publisher 172,2021
2483,Book Title 2483,Author 411,Sci-Fi,475.1,114,Publisher 165,1988
2484,Book Title 2484,Author 307,Sci-Fi,523.03,21,Publisher 169,2013
2485,Book Title 2485,Author 330,Fiction,1375.16,193,Publisher 189,2019
2486,Book Title 2486,Author 48,Business,198.39,89,Publisher 84,1999
2487,Book Title 2487,Author 402,Fiction,1054.98,135,Publisher 137,1995
2488,Book Title 2488,Author 121,Business,126.89,137,Publisher 110,2007
2489,Book Title 2489,Author 348,Mystery,1182.95,141,Publisher 176,2020
2490,Book Title 2490,Author 119,Sci-Fi,1332.54,91,Publisher 17,2022
2491,Book Title 2491,Author 86,Business,1070.97,9,Publisher 66,1993
2492,Book Title 2492,Author 384,Sci-Fi,914.24,104,Publisher 167,1990
2493,Book Title 2493,Author 464,Fiction,1377.38,30,Publisher 78,2015
2494,Book Title 2494,Author 205,Sci-Fi,1308.86,152,Publisher 85,1996
2495,Book Title 2495,Author 11,Sci-Fi,166.14,38,Publisher 83,1989
2496,Book Title 2496,Author 165,Business,809.55,153,Publisher 14,1990
2497,Book Title 2497,Author 469,Business,425.76,79,Publisher 56,1997
2498,Book Title 2498,Author 476,Sci-Fi,786.49,31,Publisher 81,1991
2499,Book Title 2499,Author 130,Mystery,129.98,86,Publisher 168,1982
2500,Book Title 2500,Author 247,Romance,507.8,34,Publisher 156,2023
2501,Book Title 2501,Author 349,Fantasy,1413.62,184,Publisher 141,2012
2502,Book Title 2502,Author 273,Sci-Fi,175.61,19,Publisher 200,1989
2503,Book Title 2503,Author 207,Business,165.08,74,Publisher 55,2023
2504,Book Title 2504,Author 281,Fiction,157.47,117,Publisher 150,2006
2505,Book Title 2505,Author 65,Mystery,461.71,186,Publisher 159,2016
2506,Book Title 2506,Author 179,Romance,274.7,127,Publisher 54,2000
2507,Book Title 2507,Author 19,History,1452.21,134,Publisher 17,2003
2508,Book Title 2508,Author 456,Business,1053.83,5,Publisher 183,1991
2509,Book Title 2509,Author 264,Fiction,1409.45,103,Publisher 29,1991
2510,Book Title 2510,Author 29,Mystery,713.15,39,Publisher 11,2024
2511,Book Title 2511,Author 415,Romance,1280.43,148,Publisher 114,2003
2512,Book Title 2512,Author 10,Business,604.93,25,Publisher 156,2003
2513,Book Title 2513,Author 285,Fiction,308.71,57,Publisher 143,1981
2514,Book Title 2514,Author 361,Romance,1402.71,11,Publisher 60,2019
2515,Book Title 2515,Author 108,Business,1493.82,177,Publisher 15,1990
2516,Book Title 2516,Author 364,Business,1441.71,199,Publisher 139,1997
2517,Book Title 2517,Author 484,Fantasy,532.5,110,Publisher 46,2008
2518,Book Title 2518,Author 161,History,271.34,68,Publisher 139,1991
2519,Book Title 2519,Author 181,Mystery,478.28,172,Publisher 95,2002
2520,Book Title 2520,Author 27,Mystery,876.64,149,Publisher 145,1996
2521,Book Title 2521,Author 165,Mystery,517.98,93,Publisher 154,1998
2522,Book Title 2522,Author 217,Sci-Fi,1275.42,125,Publisher 100,1988
2523,Book Title 2523,Author 490,Business,598.78,195,Publisher 125,1985
2524,Book Title 2524,Author 353,Mystery,265.48,62,Publisher 182,2005
2525,Book Title 2525,Author 428,Mystery,1154.64,125,Publisher 88,2006
2526,Book Title 2526,Author 455,Fiction,837.39,21,Publisher 34,2022
2527,Book Title 2527,Author 183,Fantasy,529.27,0,Publisher 100,1990
2528,Book Title 2528,Author 238,Fantasy,734.61,31,Publisher 67,2008
2529,Book Title 2529,Author 168,Sci-Fi,149.11,140,Publisher 146,2000
2530,Book Title 2530,Author 37,Fantasy,366.16,183,Publisher 70,1995
2531,Book Title 2531,Author 258,Romance,765.91,89,Publisher 130,1996
2532,Book Title 2532,Author 25,Fantasy,648.37,103,Publisher 21,2020
2533,Book Title 2533,Author 302,Sci-Fi,317.73,48,Publisher 83,1991
2534,Book Title 2534,Author 378,Fantasy,815.88,85,Publisher 66,1981
2535,Book Title 2535,Author 403,History,571.56,165,Publisher 88,2020
2536,Book Title 2536,Author 500,Business,1228.06,169,Publisher 12,1984
2537,Book Title 2537,Author 305,Mystery,459.88,27,Publisher 28,1994
2538,Book Title 2538,Author 241,Fiction,443.44,183,Publisher 85,2024
2539,Book Title 2539,Author 213,Fiction,107.2,0,Publisher 129,1985
2540,Book Title 2540,Author 500,Fiction,363.86,10,Publisher 169,2014
2541,Book Title 2541,Author 172,Business,992.58,69,Publisher 31,2004
2542,Book Title 2542,Author 378,Sci-Fi,651.34,92,Publisher 199,2007
2543,Book Title 2543,Author 451,Romance,632.22,12,Publisher 108,2023
2544,Book Title 2544,Author 393,History,286.13,32,Publisher 5,1987
2545,Book Title 2545,Author 380,Fiction,131.87,28,Publisher 191,1990
2546,Book Title 2546,Author 125,Sci-Fi,157.33,142,Publisher 47,2021
2547,Book Title 2547,Author 39,History,349.02,121,Publisher 73,2023
2548,Book Title 2548,Author 150,Mystery,1460.53,149,Publisher 200,2011
2549,Book Title 2549,Author 448,Mystery,1495.78,195,Publisher 160,2003
2550,Book Title 2550,Author 101,Fantasy,698.14,182,Publisher 144,1990
2551,Book Title 2551,Author 339,Business,1269.48,37,Publisher 71,2000
2552,Book Title 2552,Author 364,Sci-Fi,1030.77,31,Publisher 85,1996
2553,Book Title 2553,Author 319,Mystery,1409.35,177,Publisher 94,2004
2554,Book Title 2554,Author 433,Fantasy,804.52,74,Publisher 116,1993
2555,Book Title 2555,Author 469,Fantasy,427.21,123,Publisher 158,2021
2556,Book Title 2556,Author 407,Fiction,518.84,36,Publisher 95,1982
2557,Book Title 2557,Author 389,Mystery,1187.03,37,Publisher 119,1991
2558,Book Title 2558,Author 119,Fiction,488.05,95,Publisher 123,2022
2559,Book Title 2559,Author 25,History,400.52,100,Publisher 4,1983
2560,Book Title 2560,Author 139,Business,510.0,129,Publisher 60,1990
2561,Book Title 2561,Author 406,Romance,157.13,32,Publisher 67,1995
2562,Book Title 2562,Author 462,Sci-Fi,1257.36,12,Publisher 96,1986
2563,Book Title 2563,Author 461,Mystery,1020.95,0,Publisher 60,2020
2564,Book Title 2564,Author 195,Fiction,463.25,79,Publisher 127,1998
2565,Book Title 2565,Author 314,Mystery,1487.64,84,Publisher 144,2011
2566,Book Title 2566,Author 238,Fiction,581.91,12,Publisher 87,1982
2567,Book Title 2567,Author 52,Romance,1015.66,64,Publisher 44,2014
2568,Book Title 2568,Author 183,Sci-Fi,686.19,118,Publisher 90,2020
2569,Book Title 2569,Author 482,Sci-Fi,1402.89,196,Publisher 156,2007
2570,Book Title 2570,Author 398,Mystery,425.6,40,Publisher 91,2004
2571,Book Title 2571,Author 58,Sci-Fi,215.73,105,Publisher 97,2023
2572,Book Title 2572,Author 231,Fantasy,990.04,170,Publisher 115,2007
2573,Book Title 2573,Author 346,History,1137.1,148,Publisher 7,2006
2574,Book Title 2574,Author 52,Mystery,328.0,88,Publisher 13,2019
2575,Book Title 2575,Author 106,History,1046.49,96,Publisher 141,2015
2576,Book Title 2576,Author 285,History,1294.85,9,Publisher 36,1983
2577,Book Title 2577,Author 106,Fiction,1108.18,113,Publisher 103,1992
2578,Book Title 2578,Author 207,History,1493.49,199,Publisher 151,1997
2579,Book Title 2579,Author 118,Fantasy,144.94,66,Publisher 169,1991
2580,Book Title 2580,Author 354,Mystery,472.98,182,Publisher 44,2000
2581,Book Title 2581,Author 381,Fantasy,1043.8,67,Publisher 110,2019
2582,Book Title 2582,Author 89,Fantasy,1094.32,170,Publisher 154,1995
2583,Book Title 2583,Author 144,History,147.25,17,Publisher 80,1996
2584,Book Title 2584,Author 267,History,952.11,171,Publisher 19,2004
2585,Book Title 2585,Author 242,Fiction,1256.88,100,Publisher 44,2002
2586,Book Title 2586,Author 429,Business,505.52,46,Publisher 21,2002
2587,Book Title 2587,Author 425,Romance,1378.55,129,Publisher 45,1988
2588,Book Title 2588,Author 435,Sci-Fi,1475.14,129,Publisher 157,1987
2589,Book Title 2589,Author 257,Fantasy,339.96,179,Publisher 92,2000
2590,Book Title 2590,Author 126,Fiction,515.66,171,Publisher 93,2020
2591,Book Title 2591,Author 243,Sci-Fi,1487.13,193,Publisher 121,1992
2592,Book Title 2592,Author 33,Mystery,1287.68,25,Publisher 135,1985
2593,Book Title 2593,Author 317,Fiction,292.32,40,Publisher 165,1989
2594,Book Title 2594,Author 159,History,170.44,1,Publisher 191,2001
2595,Book Title 2595,Author 400,Fiction,638.83,65,Publisher 200,2020
2596,Book Title 2596,Author 403,Sci-Fi,1413.86,112,Publisher 40,1995
2597,Book Title 2597,Author 368,Mystery,324.94,192,Publisher 13,1981
2598,Book Title 2598,Author 438,Romance,844.61,132,Publisher 7,2003
2599,Book Title 2599,Author 338,Fantasy,301.56,147,Publisher 189,2006
2600,Book Title 2600,Author 131,Sci-Fi,757.92,125,Publisher 164,1984
2601,Book Title 2601,Author 419,Romance,1031.73,65,Publisher 14,1997
2602,Book Title 2602,Author 8,Fantasy,383.38,56,Publisher 156,2012
2603,Book Title 2603,Author 162,Romance,162.42,22,Publisher 188,1992
2604,Book Title 2604,Author 482,History,1416.19,131,Publisher 61,1989
2605,Book Title 2605,Author 130,Fiction,1343.57,58,Publisher 129,1984
2606,Book Title 2606,Author 456,History,211.77,200,Publisher 105,2004
2607,Book Title 2607,Author 268,Business,389.34,152,Publisher 75,1987
2608,Book Title 2608,Author 40,Fiction,305.6,17,Publisher 195,2014
2609,Book Title 2609,Author 1,Business,530.28,192,Publisher 25,2009
2610,Book Title 2610,Author 239,Sci-Fi,1178.42,46,Publisher 106,1987
2611,Book Title 2611,Author 236,History,567.59,164,Publisher 103,2019
2612,Book Title 2612,Author 441,Mystery,268.65,160,Publisher 121,1989
2613,Book Title 2613,Author 388,Sci-Fi,614.89,171,Publisher 34,2020
2614,Book Title 2614,Author 296,History,106.15,56,Publisher 59,1984
2615,Book Title 2615,Author 126,Business,189.97,29,Publisher 5,1999
2616,Book Title 2616,Author 390,Sci-Fi,1070.77,197,Publisher 81,2000
2617,Book Title 2617,Author 229,Sci-Fi,746.17,38,Publisher 45,1981
2618,Book Title 2618,Author 54,Business,1420.96,140,Publisher 146,2001
2619,Book Title 2619,Author 415,History,632.46,11,Publisher 2,2013
2620,Book Title 2620,Author 127,Romance,1422.82,19,Publisher 122,1981
2621,Book Title 2621,Author 20,History,1045.9,97,Publisher 19,1980
2622,Book Title 2622,Author 25,Fiction,1482.81,130,Publisher 84,2009
2623,Book Title 2623,Author 180,Fiction,1471.49,152,Publisher 51,2018
2624,Book Title 2624,Author 351,History,622.05,175,Publisher 57,2006
2625,Book Title 2625,Author 353,Romance,473.96,198,Publisher 171,1982
2626,Book Title 2626,Author 32,Fantasy,1099.79,5,Publisher 125,2005
2627,Book Title 2627,Author 456,Sci-Fi,881.04,193,Publisher 74,2001
2628,Book Title 2628,Author 439,Fiction,1015.12,43,Publisher 23,1981
2629,Book Title 2629,Author 243,Romance,1069.2,111,Publisher 150,2009
2630,Book Title 2630,Author 80,History,523.95,30,Publisher 44,2016
2631,Book Title 2631,Author 25,Fiction,274.75,126,Publisher 190,2017
2632,Book Title 2632,Author 403,Sci-Fi,1016.68,2,Publisher 37,1999
2633,Book Title 2633,Author 361,Sci-Fi,682.01,87,Publisher 155,1991
2634,Book Title 2634,Author 325,Sci-Fi,1262.39,91,Publisher 170,2003
2635,Book Title 2635,Author 196,Mystery,559.75,50,Publisher 99,2020
2636,Book Title 2636,Author 401,Business,868.34,153,Publisher 62,2001
2637,Book Title 2637,Author 14,Sci-Fi,825.41,165,Publisher 14,1987
2638,Book Title 2638,Author 69,History,571.97,124,Publisher 46,2004
2639,Book Title 2639,Author 251,Business,1045.72,38,Publisher 190,1999
2640,Book Title 2640,Author 294,Fiction,575.64,132,Publisher 88,1990
2641,Book Title 2641,Author 143,History,785.37,87,Publisher 132,2013
2642,Book Title 2642,Author 197,History,1013.32,68,Publisher 115,1980
2643,Book Title 2643,Author 24,History,369.85,138,Publisher 40,2016
2644,Book Title 2644,Author 418,Mystery,268.86,140,Publisher 131,1991
2645,Book Title 2645,Author 185,Fantasy,493.64,49,Publisher 58,2018
2646,Book Title 2646,Author 80,Fantasy,934.82,75,Publisher 78,2009
2647,Book Title 2647,Author 6,Romance,1362.7,145,Publisher 195,1984
2648,Book Title 2648,Author 123,Business,955.25,120,Publisher 84,2010
2649,Book Title 2649,Author 248,Fantasy,964.21,122,Publisher 200,1995
2650,Book Title 2650,Author 322,Romance,1457.67,118,Publisher 141,1989
2651,Book Title 2651,Author 25,Sci-Fi,393.61,106,Publisher 165,1983
2652,Book Title 2652,Author 206,Business,766.09,123,Publisher 140,1994
2653,Book Title 2653,Author 33,Fantasy,1439.69,177,Publisher 122,2023
2654,Book Title 2654,Author 238,Fantasy,368.74,171,Publisher 142,1983
2655,Book Title 2655,Author 43,Sci-Fi,1354.26,110,Publisher 99,1988
2656,Book Title 2656,Author 142,Romance,1113.52,200,Publisher 78,2016
2657,Book Title 2657,Author 173,Mystery,995.34,151,Publisher 199,2008
2658,Book Title 2658,Author 358,Sci-Fi,1117.92,57,Publisher 27,1986
2659,Book Title 2659,Author 219,Fantasy,950.93,184,Publisher 33,1995
2660,Book Title 2660,Author 167,Mystery,1272.82,67,Publisher 134,2002
2661,Book Title 2661,Author 59,Fiction,573.18,189,Publisher 10,1992
2662,Book Title 2662,Author 290,Fiction,1225.32,95,Publisher 152,2022
2663,Book Title 2663,Author 244,History,1255.12,188,Publisher 161,2015
2664,Book Title 2664,Author 80,Sci-Fi,1389.67,169,Publisher 70,1982
2665,Book Title 2665,Author 481,Romance,330.58,111,Publisher 4,1984
2666,Book Title 2666,Author 66,Business,964.75,50,Publisher 135,2016
2667,Book Title 2667,Author 249,Romance,1234.2,31,Publisher 30,2002
2668,Book Title 2668,Author 192,History,1021.56,168,Publisher 104,2005
2669,Book Title 2669,Author 317,History,507.61,161,Publisher 52,1999
2670,Book Title 2670,Author 500,Business,1107.48,29,Publisher 92,1997
2671,Book Title 2671,Author 166,Mystery,284.29,153,Publisher 110,2001
2672,Book Title 2672,Author 235,Fiction,280.95,25,Publisher 139,2007
2673,Book Title 2673,Author 87,Romance,1346.96,63,Publisher 101,2022
2674,Book Title 2674,Author 130,Business,751.85,144,Publisher 97,2022
2675,Book Title 2675,Author 22,Fantasy,324.05,15,Publisher 146,1994
2676,Book Title 2676,Author 216,Romance,285.27,137,Publisher 28,2000
2677,Book Title 2677,Author 54,Romance,253.11,51,Publisher 86,2021
2678,Book Title 2678,Author 409,Business,493.53,39,Publisher 145,2020
2679,Book Title 2679,Author 89,Romance,832.63,30,Publisher 84,2008
2680,Book Title 2680,Author 481,Business,1495.18,168,Publisher 116,2001
2681,Book Title 2681,Author 377,Sci-Fi,948.33,156,Publisher 141,1990
2682,Book Title 2682,Author 254,History,306.23,7,Publisher 146,2002
2683,Book Title 2683,Author 464,Fantasy,964.29,107,Publisher 116,1990
2684,Book Title 2684,Author 438,Mystery,1343.37,0,Publisher 97,1997
2685,Book Title 2685,Author 371,Fantasy,205.34,114,Publisher 197,2003
2686,Book Title 2686,Author 432,History,564.27,48,Publisher 26,1993
2687,Book Title 2687,Author 210,Business,962.96,1,Publisher 172,2017
2688,Book Title 2688,Author 379,Romance,1102.86,169,Publisher 54,2021
2689,Book Title 2689,Author 231,Fiction,339.28,138,Publisher 171,1987
2690,Book Title 2690,Author 146,Business,1429.12,8,Publisher 26,1981
2691,Book Title 2691,Author 303,Sci-Fi,259.47,37,Publisher 76,2011
2692,Book Title 2692,Author 219,Sci-Fi,774.57,63,Publisher 172,2004
2693,Book Title 2693,Author 445,Business,1373.83,199,Publisher 117,1995
2694,Book Title 2694,Author 369,Romance,168.08,186,Publisher 170,2011
2695,Book Title 2695,Author 460,Fantasy,948.05,25,Publisher 45,1985
2696,Book Title 2696,Author 62,Sci-Fi,1064.57,69,Publisher 127,2024
2697,Book Title 2697,Author 277,Mystery,1145.36,154,Publisher 22,1992
2698,Book Title 2698,Author 25,History,739.66,90,Publisher 179,1994
2699,Book Title 2699,Author 181,Romance,351.46,60,Publisher 51,1991
2700,Book Title 2700,Author 83,Fantasy,1171.89,153,Publisher 177,1988
2701,Book Title 2701,Author 496,Fiction,351.19,117,Publisher 184,2024
2702,Book Title 2702,Author 38,Business,685.01,164,Publisher 107,2020
2703,Book Title 2703,Author 274,Romance,1285.44,132,Publisher 52,2004
2704,Book Title 2704,Author 91,History,1203.19,46,Publisher 99,2005
2705,Book Title 2705,Author 194,Fiction,101.28,40,Publisher 149,2005
2706,Book Title 2706,Author 21,Mystery,719.63,107,Publisher 11,2018
2707,Book Title 2707,Author 341,Fiction,1006.46,95,Publisher 40,1997
2708,Book Title 2708,Author 227,Fiction,223.95,107,Publisher 19,1982
2709,Book Title 2709,Author 231,Mystery,843.96,126,Publisher 41,2020
2710,Book Title 2710,Author 452,Mystery,1088.99,62,Publisher 61,2017
2711,Book Title 2711,Author 406,Fantasy,483.32,83,Publisher 17,2013
2712,Book Title 2712,Author 416,Fiction,508.07,41,Publisher 133,1983
2713,Book Title 2713,Author 114,History,982.13,84,Publisher 161,1985
2714,Book Title 2714,Author 282,Mystery,389.99,14,Publisher 103,2015
2715,Book Title 2715,Author 434,Sci-Fi,1426.1,139,Publisher 175,2019
2716,Book Title 2716,Author 283,Business,878.1,78,Publisher 164,2022
2717,Book Title 2717,Author 201,Sci-Fi,1393.38,18,Publisher 134,2003
2718,Book Title 2718,Author 395,Sci-Fi,690.79,155,Publisher 19,2013
2719,Book Title 2719,Author 203,Fiction,770.21,93,Publisher 99,1995
2720,Book Title 2720,Author 480,Sci-Fi,929.73,188,Publisher 140,1982
2721,Book Title 2721,Author 84,Business,1108.9,81,Publisher 118,2016
2722,Book Title 2722,Author 246,Fiction,252.54,197,Publisher 16,2004
2723,Book Title 2723,Author 114,Fiction,446.86,172,Publisher 125,2017
2724,Book Title 2724,Author 366,Business,594.35,84,Publisher 110,2003
2725,Book Title 2725,Author 154,Fantasy,181.62,92,Publisher 161,1993
2726,Book Title 2726,Author 470,Sci-Fi,900.83,32,Publisher 75,1986
2727,Book Title 2727,Author 365,Romance,1241.74,22,Publisher 136,1983
2728,Book Title 2728,Author 467,Fiction,892.2,139,Publisher 126,2012
2729,Book Title 2729,Author 21,Romance,1043.7,182,Publisher 179,1988
2730,Book Title 2730,Author 381,Fantasy,734.6,97,Publisher 129,1990
2731,Book Title 2731,Author 93,Fantasy,128.99,95,Publisher 159,2000
2732,Book Title 2732,Author 46,Fantasy,1181.64,102,Publisher 25,2017
2733,Book Title 2733,Author 474,Sci-Fi,1136.84,9,Publisher 97,2021
2734,Book Title 2734,Author 220,History,1326.36,40,Publisher 62,1989
2735,Book Title 2735,Author 295,Fantasy,1499.93,34,Publisher 109,1994
2736,Book Title 2736,Author 196,Sci-Fi,1456.7,172,Publisher 160,2013
2737,Book Title 2737,Author 85,Romance,148.79,49,Publisher 19,1984
